year,title,studio,total_gross,total_theaters,opening_gross,opening_theaters,opening_date
2010,Harry Potter and the Deathly Hallows Part 1,WB,"$295,983,305",4125,"$125,017,372",4125,11/19
2010,Inception,WB,"$292,576,195",3792,"$62,785,337",3792,7/16
2010,Despicable Me,Uni.,"$251,513,985",3602,"$56,397,125",3476,7/9
2010,Shrek Forever After,P/DW,"$238,736,787",4386,"$70,838,207",4359,5/21
2010,How to Train Your Dragon,P/DW,"$217,581,231",4060,"$43,732,319",4055,3/26
2010,Tangled,BV,"$200,821,936",3603,"$48,767,052",3603,11/24
2010,The Karate Kid,Sony,"$176,591,618",3740,"$55,665,805",3663,6/11
2010,Tron Legacy,BV,"$172,062,763",3451,"$44,026,211",3451,12/17
2010,True Grit,Par.,"$171,243,005",3464,"$24,830,443",3047,12/22
2010,Clash of the Titans (2010),WB,"$163,214,888",3802,"$61,235,105",3777,4/2
2010,Grown Ups,Sony,"$162,001,186",3534,"$40,506,562",3534,6/25
2010,Little Fockers,Uni.,"$148,438,600",3675,"$30,833,665",3536,12/22
2010,Megamind,P/DW,"$148,415,853",3949,"$46,016,833",3944,11/5
2010,The King's Speech,Wein.,"$135,453,143",2584,"$355,450",4,11/26
2010,The Last Airbender,Par.,"$131,772,187",3203,"$40,325,019",3169,7/1
2010,Shutter Island,Par.,"$128,012,934",3356,"$41,062,440",2991,2/19
2010,The Other Guys,Sony,"$119,219,978",3651,"$35,543,162",3651,8/6
2010,Salt,Sony,"$118,311,368",3612,"$36,011,243",3612,7/23
2010,Jackass 3-D,Par.,"$117,229,692",3139,"$50,353,641",3081,10/15
2010,Valentine's Day,WB (NL),"$110,485,654",3665,"$56,260,707",3665,2/12
2010,Black Swan,FoxS,"$106,954,678",2407,"$1,443,809",18,12/3
2010,Robin Hood,Uni.,"$105,269,730",3505,"$36,063,385",3503,5/14
2010,The Chronicles of Narnia: The Voyage of the Dawn Treader,Fox,"$104,386,950",3555,"$24,005,069",3555,12/10
2010,The Expendables,LGF,"$103,068,524",3398,"$34,825,135",3270,8/13
2010,Due Date,WB,"$100,539,043",3365,"$32,689,406",3355,11/5
2010,Yogi Bear,WB,"$100,246,011",3515,"$16,411,322",3515,12/17
2010,Date Night,Fox,"$98,711,404",3380,"$25,207,599",3374,4/9
2010,The Social Network,Sony,"$96,962,694",2921,"$22,445,653",2771,10/1
2010,Sex and the City 2,WB (NL),"$95,347,692",3445,"$31,001,870",3445,5/27
2010,The Book of Eli,WB,"$94,835,059",3111,"$32,789,494",3111,1/15
2010,The Fighter,Par.,"$93,617,009",2534,"$300,010",4,12/10
2010,The Town,WB,"$92,186,262",2935,"$23,808,032",2861,9/17
2010,Prince of Persia: The Sands of Time,BV,"$90,759,676",3646,"$30,095,259",3646,5/28
2010,Red,Sum.,"$90,380,162",3349,"$21,761,408",3255,10/15
2010,Percy Jackson & The Olympians: The Lightning Thief,Fox,"$88,768,303",3396,"$31,236,067",3356,2/12
2010,Paranormal Activity 2,Par.,"$84,752,907",3239,"$40,678,424",3216,10/22
2010,Unstoppable,Fox,"$81,562,942",3261,"$22,688,457",3207,11/12
2010,Eat Pray Love,Sony,"$80,574,010",3108,"$23,104,523",3082,8/13
2010,Dear John,SGem,"$80,014,842",3062,"$30,468,614",2969,2/5
2010,The A-Team,Fox,"$77,222,099",3544,"$25,669,455",3535,6/11
2010,Knight & Day,Fox,"$76,423,035",3104,"$20,139,985",3098,6/23
2010,Dinner for Schmucks,P/DW,"$73,026,337",3046,"$23,527,839",2911,7/30
2010,The Tourist,Sony,"$67,631,157",2756,"$16,472,458",2756,12/10
2010,The Bounty Hunter,Sony,"$67,061,228",3118,"$20,686,423",3074,3/19
2010,Diary of a Wimpy Kid,Fox,"$64,003,625",3083,"$22,126,166",3077,3/19
2010,The Sorcerer's Apprentice,BV,"$63,150,991",3504,"$17,619,622",3504,7/14
2010,A Nightmare on Elm Street (2010),WB (NL),"$63,075,011",3332,"$32,902,299",3332,4/30
2010,The Last Song,BV,"$62,950,384",2794,"$16,007,426",2673,3/31
2010,The Wolfman,Uni.,"$61,979,680",3223,"$31,479,235",3222,2/12
2010,Get Him to the Greek,Uni.,"$60,974,475",2702,"$17,570,955",2697,6/4
2010,Resident Evil: Afterlife,SGem,"$60,128,566",3209,"$26,650,264",3203,9/10
2010,Tyler Perry's Why Did I Get Married Too?,LGF,"$60,095,852",2155,"$29,289,537",2155,4/2
2010,Tooth Fairy,Fox,"$60,022,256",3345,"$14,010,409",3344,1/22
2010,Secretariat,BV,"$59,713,955",3108,"$12,694,770",3072,10/8
2010,Easy A,SGem,"$58,401,464",2974,"$17,734,040",2856,9/17
2010,Takers,SGem,"$57,744,720",2206,"$20,512,304",2206,8/27
2010,Legend of the Guardians: The Owls of Ga'Hoole,WB,"$55,675,313",3575,"$16,112,211",3575,9/24
2010,Life as We Know It,WB,"$53,374,681",3150,"$14,506,464",3150,10/8
2010,Letters to Juliet,Sum.,"$53,032,453",2975,"$13,540,486",2968,5/14
2010,Hubble 3D,WB,"$52,497,793",151,"$413,477",39,3/19
2010,Wall Street: Money Never Sleeps,Fox,"$52,474,616",3597,"$19,011,188",3565,9/24
2010,Predators,Fox,"$52,000,688",2669,"$24,760,882",2669,7/9
2010,Hot Tub Time Machine,MGM,"$50,287,556",2771,"$14,020,502",2754,3/26
2010,Kick-Ass,LGF,"$48,071,303",3065,"$19,828,687",3065,4/16
2010,Killers,LGF,"$47,059,963",2859,"$15,837,266",2859,6/4
2010,Saw 3D,LGF,"$45,710,178",2808,"$22,530,123",2808,10/29
2010,Cop Out,WB,"$44,875,481",3150,"$18,211,126",3150,2/26
2010,Cats & Dogs: The Revenge of Kitty Galore,WB,"$43,585,753",3705,"$12,279,363",3705,7/30
2010,Edge of Darkness,WB,"$43,313,890",3066,"$17,214,384",3066,1/29
2010,Gulliver's Travels,Fox,"$42,779,261",3089,"$6,307,691",2546,12/25
2010,Death at a Funeral (2010),SGem,"$42,739,347",2459,"$16,217,540",2459,4/16
2010,Step Up 3-D,BV,"$42,400,223",2439,"$15,812,311",2435,8/6
2010,The Last Exorcism,LGF,"$41,034,350",2874,"$20,366,613",2874,8/27
2010,Legion (2010),SGem,"$40,168,080",2476,"$17,501,625",2476,1/22
2010,Burlesque,SGem,"$39,440,655",3037,"$11,947,744",3037,11/24
2010,The Crazies,Over.,"$39,123,589",2479,"$16,067,552",2476,2/26
2010,For Colored Girls,LGF,"$37,729,698",2127,"$19,497,324",2127,11/5
2010,The Back-Up Plan,CBS,"$37,490,007",3280,"$12,201,710",3280,4/23
2010,Vampires Suck,Fox,"$36,661,504",3233,"$12,202,831",3233,8/18
2010,The American,Focus,"$35,606,376",2833,"$13,177,790",2823,9/1
2010,Green Zone,Uni.,"$35,053,660",3004,"$14,309,295",3003,3/12
2010,Marmaduke,Fox,"$33,644,788",3213,"$11,599,661",3213,6/4
2010,Devil,Uni.,"$33,601,190",2811,"$12,289,375",2809,9/17
2010,Hereafter,WB,"$32,746,941",2424,"$220,322",6,10/15
2010,When in Rome,BV,"$32,680,633",2456,"$12,350,041",2456,1/29
2010,Love and Other Drugs,Fox,"$32,367,005",2458,"$9,739,161",2455,11/24
2010,She's Out of My League,Par.,"$32,010,860",2958,"$9,775,278",2956,3/12
2010,Scott Pilgrim vs. the World,Uni.,"$31,524,275",2820,"$10,609,795",2818,8/13
2010,Charlie St. Cloud,Uni.,"$31,162,545",2725,"$12,381,585",2718,7/30
2010,Morning Glory,Par.,"$31,011,732",2544,"$9,203,266",2518,11/10
2010,How Do You Know,Sony,"$30,212,620",2483,"$7,484,696",2483,12/17
2010,Daybreakers,LGF,"$30,101,577",2523,"$15,146,692",2523,1/8
2010,Nanny McPhee Returns,Uni.,"$29,011,215",2798,"$8,407,685",2784,8/20
2010,The Switch,Mira.,"$27,779,426",2017,"$8,436,713",2012,8/20
2010,Brooklyn's Finest,Over.,"$27,163,593",1939,"$13,350,299",1936,3/5
2010,Machete,Fox,"$26,593,646",2678,"$11,416,164",2670,9/3
2009,Avatar,Fox,"$749,766,139",3461,"$77,025,481",3452,12/18
2009,Transformers: Revenge of the Fallen,P/DW,"$402,111,870",4293,"$108,966,307",4234,6/24
2009,Harry Potter and the Half-Blood Prince,WB,"$301,959,197",4455,"$77,835,727",4325,7/15
2009,The Twilight Saga: New Moon,Sum.,"$296,623,634",4124,"$142,839,137",4024,11/20
2009,Up,BV,"$293,004,164",3886,"$68,108,790",3766,5/29
2009,The Hangover,WB,"$277,322,503",3545,"$44,979,319",3269,6/5
2009,Star Trek,Par.,"$257,730,019",4053,"$75,204,289",3849,5/8
2009,The Blind Side,WB,"$255,959,475",3407,"$34,119,372",3110,11/20
2009,Alvin and the Chipmunks: The Squeakquel,Fox,"$219,614,612",3747,"$48,875,415",3700,12/23
2009,Sherlock Holmes,WB,"$209,028,679",3626,"$62,304,277",3626,12/25
2009,Monsters Vs. Aliens,P/DW,"$198,351,526",4136,"$59,321,095",4104,3/27
2009,Ice Age: Dawn of the Dinosaurs,Fox,"$196,573,705",4102,"$41,690,382",4099,7/1
2009,X-Men Origins: Wolverine,Fox,"$179,883,157",4102,"$85,058,003",4099,5/1
2009,Night at the Museum: Battle of the Smithsonian,Fox,"$177,243,721",4101,"$54,173,286",4096,5/22
2009,2012,Sony,"$166,112,167",3444,"$65,237,614",3404,11/13
2009,The Proposal,BV,"$163,958,031",3158,"$33,627,598",3056,6/19
2009,Fast and Furious,Uni.,"$155,064,265",3674,"$70,950,500",3461,4/3
2009,G.I. Joe: The Rise of Cobra,Par.,"$150,201,498",4007,"$54,713,046",4007,8/7
2009,Paul Blart: Mall Cop,Sony,"$146,336,178",3206,"$31,832,636",3144,1/16
2009,Taken,Fox,"$145,000,989",3184,"$24,717,037",3183,1/30
2009,A Christmas Carol (2009),BV,"$137,855,863",3683,"$30,051,075",3683,11/6
2009,Angels & Demons,Sony,"$133,375,846",3527,"$46,204,168",3527,5/15
2009,Terminator Salvation,WB,"$125,322,469",3602,"$42,558,390",3530,5/21
2009,Cloudy with a Chance of Meatballs,Sony,"$124,870,275",3119,"$30,304,648",3119,9/18
2009,Inglourious Basterds,Wein.,"$120,540,719",3358,"$38,054,676",3165,8/21
2009,G-Force,BV,"$119,436,770",3697,"$31,706,934",3697,7/24
2009,District 9,TriS,"$115,646,235",3180,"$37,354,308",3049,8/14
2009,It's Complicated,Uni.,"$112,735,375",2955,"$22,100,820",2887,12/25
2009,Couples Retreat,Uni.,"$109,204,945",3074,"$34,286,740",3000,10/9
2009,Paranormal Activity,Par.,"$107,918,810",2712,"$77,873",12,9/25
2009,Watchmen,WB,"$107,509,799",3611,"$55,214,334",3611,3/6
2009,The Princess and the Frog,BV,"$104,400,899",3475,"$786,190",2,11/25
2009,Public Enemies,Uni.,"$97,104,620",3336,"$25,271,675",3334,7/1
2009,Julie & Julia,Sony,"$94,125,426",2528,"$20,027,956",2354,8/7
2009,He's Just Not That Into You,WB (NL),"$93,953,653",3175,"$27,785,487",3175,2/6
2009,Tyler Perry's Madea Goes to Jail,LGF,"$90,508,336",2203,"$41,030,947",2032,2/20
2009,The Ugly Truth,Sony,"$88,915,214",2975,"$27,605,576",2882,7/24
2009,Up in the Air,Par.,"$83,823,381",2218,"$1,181,450",15,12/4
2009,Knowing,Sum.,"$79,957,634",3337,"$24,604,751",3332,3/20
2009,Hannah Montana The Movie,BV,"$79,576,189",3231,"$32,324,487",3118,4/10
2009,Where the Wild Things Are,WB,"$77,233,467",3735,"$32,695,407",3735,10/16
2009,Zombieland,Sony,"$75,590,286",3171,"$24,733,155",3036,10/2
2009,Coraline,Focus,"$75,286,229",2320,"$16,849,640",2299,2/6
2009,Law Abiding Citizen,Over.,"$73,357,727",2890,"$21,039,502",2890,10/16
2009,Hotel for Dogs,P/DW,"$73,034,460",3271,"$17,012,212",3271,1/16
2009,Michael Jackson's This Is It,Sony,"$72,091,016",3481,"$23,234,394",3481,10/28
2009,"I Love You, Man",P/DW,"$71,440,011",2829,"$17,810,270",2711,3/20
2009,Obsessed,SGem,"$68,261,644",2634,"$28,612,730",2514,4/24
2009,Race to Witch Mountain,BV,"$67,172,594",3268,"$24,402,214",3187,3/13
2009,The Final Destination,WB (NL),"$66,477,700",3121,"$27,408,309",3121,8/28
2009,The Taking of Pelham 1 2 3,Sony,"$65,452,312",3077,"$23,373,102",3074,6/12
2009,Friday the 13th (2009),WB (NL),"$65,002,019",3105,"$40,570,365",3105,2/13
2009,17 Again,WB (NL),"$64,167,069",3255,"$23,722,310",3255,4/17
2009,The Time Traveler's Wife,WB (NL),"$63,414,846",2988,"$18,623,171",2988,8/14
2009,Bruno,Uni.,"$60,054,530",2759,"$30,619,130",2756,7/10
2009,Bride Wars,Fox,"$58,715,510",3228,"$21,058,173",3226,1/9
2009,The Haunting in Connecticut,LGF,"$55,389,516",2732,"$23,004,765",2732,3/27
2009,Ghosts of Girlfriends Past,WB (NL),"$55,250,026",3175,"$15,411,434",3175,5/1
2009,Funny People,Uni.,"$51,855,045",3008,"$22,657,780",3007,7/31
2009,Tyler Perry's I Can Do Bad All By Myself,LGF,"$51,733,921",2255,"$23,446,785",2255,9/11
2009,My Bloody Valentine 3-D,LGF,"$51,545,952",2534,"$21,241,456",2534,1/16
2009,Old Dogs,BV,"$49,492,060",3425,"$16,894,511",3425,11/25
2009,Land of the Lost,Uni.,"$49,438,370",3534,"$18,837,350",3521,6/5
2009,My Sister's Keeper,WB (NL),"$49,200,230",2606,"$12,442,212",2606,6/26
2009,"Precious: Based on the Novel ""Push"" by Sapphire",LGF,"$47,566,524",1003,"$1,872,458",18,11/6
2009,Underworld: Rise of the Lycans,SGem,"$45,802,315",2942,"$20,828,511",2942,1/23
2009,Confessions of a Shopaholic,BV,"$44,277,350",2534,"$15,066,360",2507,2/13
2009,The Lovely Bones,P/DW,"$44,114,232",2638,"$116,616",3,12/11
2009,Year One,Sony,"$43,337,279",3024,"$19,610,304",3022,6/19
2009,The Unborn (2009),Uni.,"$42,670,410",2359,"$19,810,585",2357,1/9
2009,Planet 51,Sony,"$42,194,060",3035,"$12,286,129",3035,11/20
2009,Drag Me to Hell,Uni.,"$42,100,625",2510,"$15,825,480",2508,5/29
2009,Orphan,WB,"$41,596,251",2750,"$12,871,483",2750,7/24
2009,Duplicity,Uni.,"$40,572,825",2579,"$13,965,110",2574,3/20
2009,Crazy Heart,FoxS,"$39,464,306",1361,"$82,664",4,12/16
2009,Surrogates,BV,"$38,577,772",2992,"$14,902,692",2951,9/25
2009,Ninja Assassin,WB,"$38,122,883",2503,"$13,316,158",2503,11/25
2009,Invictus,WB,"$37,491,364",2170,"$8,611,147",2125,12/11
2009,State of Play,Uni.,"$37,017,955",2807,"$14,071,280",2803,4/17
2009,Notorious (2009),FoxS,"$36,843,682",1641,"$20,497,596",1638,1/16
2009,Under the Sea 3D,WB,"$36,191,690",108,"$661,185",49,2/13
2009,The Pink Panther 2,Sony,"$35,922,978",3245,"$11,588,150",3243,2/6
2009,All About Steve,Fox,"$33,862,903",2265,"$11,241,214",2251,9/4
2009,Halloween II (2009),W/Dim.,"$33,392,973",3088,"$16,349,565",3025,8/28
2009,The Informant!,WB,"$33,316,821",2505,"$10,464,314",2505,9/18
2009,The Last House on the Left (2009),Uni.,"$32,752,215",2402,"$14,118,685",2401,3/13
2009,The Men Who Stare at Goats,Over.,"$32,428,195",2453,"$12,706,654",2443,11/6
2009,(500) Days of Summer,FoxS,"$32,391,374",1048,"$834,501",27,7/17
2009,Earth (2009),BV,"$32,011,576",1804,"$8,825,760",1804,4/22
2009,Push,Sum.,"$31,811,527",2313,"$10,079,109",2313,2/6
2009,9,Focus,"$31,749,894",2060,"$10,740,446",1661,9/9
2009,The Soloist,P/DW,"$31,720,158",2090,"$9,716,458",2024,4/24
2009,Toy Story / Toy Story 2 (3D),BV,"$30,702,446",1752,"$12,491,789",1745,10/2
2009,Did You Hear About the Morgans?,Sony,"$29,580,087",2718,"$6,616,571",2718,12/18
2009,The Stepfather (2009),SGem,"$29,062,561",2734,"$11,581,586",2734,10/16
2009,The Uninvited,P/DW,"$28,596,818",2344,"$10,325,824",2344,1/30
2009,Brothers,LGF,"$28,544,157",2088,"$9,527,848",2088,12/4
2009,Saw VI,LGF,"$27,693,292",3036,"$14,118,444",3036,10/23
2009,Dance Flick,Par.,"$25,662,155",2459,"$10,643,536",2450,5/22
2009,The Fourth Kind,Uni.,"$25,486,040",2530,"$12,231,160",2527,11/6
2008,The Dark Knight,WB,"$533,345,358",4366,"$158,411,483",4366,7/18
2008,Iron Man,Par.,"$318,412,101",4154,"$98,618,668",4105,5/2
2008,Indiana Jones and the Kingdom of the Crystal Skull,Par.,"$317,101,119",4264,"$100,137,835",4260,5/22
2008,Hancock,Sony,"$227,946,274",3965,"$62,603,879",3965,7/2
2008,WALL-E,BV,"$223,808,164",3992,"$63,087,526",3992,6/27
2008,Kung Fu Panda,P/DW,"$215,434,591",4136,"$60,239,130",4114,6/6
2008,Twilight,Sum.,"$192,769,854",3649,"$69,637,740",3419,11/21
2008,Madagascar: Escape 2 Africa,P/DW,"$180,010,950",4065,"$63,106,589",4056,11/7
2008,Quantum of Solace,Sony,"$168,368,427",3501,"$67,528,882",3451,11/14
2008,Dr. Seuss' Horton Hears a Who!,Fox,"$154,529,439",3961,"$45,012,998",3954,3/14
2008,Sex and the City,WB (NL),"$152,647,258",3325,"$57,038,404",3285,5/30
2008,Gran Torino,WB,"$148,095,302",3045,"$271,720",6,12/12
2008,Mamma Mia!,Uni.,"$144,130,063",3194,"$27,751,240",2976,7/18
2008,Marley and Me,Fox,"$143,153,751",3505,"$36,357,586",3480,12/25
2008,The Chronicles of Narnia: Prince Caspian,BV,"$141,621,490",3929,"$55,034,805",3929,5/16
2008,Slumdog Millionaire,FoxS,"$141,319,928",2943,"$360,018",10,11/12
2008,The Incredible Hulk,Uni.,"$134,806,913",3508,"$55,414,050",3505,6/13
2008,Wanted,Uni.,"$134,508,551",3185,"$50,927,085",3175,6/27
2008,Get Smart,WB,"$130,319,208",3915,"$38,683,480",3911,6/20
2008,The Curious Case of Benjamin Button,Par.,"$127,509,326",2988,"$26,853,816",2988,12/25
2008,Four Christmases,WB (NL),"$120,146,040",3540,"$31,069,826",3310,11/26
2008,Bolt,BV,"$114,053,579",3654,"$26,223,128",3651,11/21
2008,Tropic Thunder,P/DW,"$110,515,313",3473,"$25,812,796",3319,8/13
2008,Bedtime Stories,BV,"$110,101,975",3684,"$27,450,296",3681,12/25
2008,The Mummy: Tomb of the Dragon Emperor,Uni.,"$102,491,776",3778,"$40,457,770",3760,8/1
2008,Journey to the Center of the Earth,WB (NL),"$101,704,370",2830,"$21,018,141",2811,7/11
2008,Eagle Eye,P/DW,"$101,440,743",3614,"$29,150,721",3510,9/26
2008,Step Brothers,Sony,"$100,468,793",3182,"$30,940,732",3094,7/25
2008,You Don't Mess with the Zohan,Sony,"$100,018,837",3466,"$38,531,374",3462,6/6
2008,Yes Man,WB,"$97,690,976",3434,"$18,262,471",3434,12/19
2008,"10,000 B.C.",WB,"$94,784,201",3454,"$35,867,488",3410,3/7
2008,Beverly Hills Chihuahua,BV,"$94,514,402",3239,"$29,300,465",3215,10/3
2008,High School Musical 3: Senior Year,BV,"$90,559,416",3626,"$42,030,184",3623,10/24
2008,Pineapple Express,Sony,"$87,341,380",3072,"$23,245,025",3072,8/6
2008,Valkyrie,UA,"$83,077,833",2838,"$21,027,007",2711,12/25
2008,21,Sony,"$81,159,365",2952,"$24,105,943",2648,3/28
2008,What Happens in Vegas,Fox,"$80,277,646",3255,"$20,172,474",3215,5/9
2008,Jumper,Fox,"$80,172,128",3430,"$27,354,808",3428,2/14
2008,Cloverfield,Par.,"$80,048,433",3411,"$40,058,229",3411,1/18
2008,The Day the Earth Stood Still (2008),Fox,"$79,366,978",3560,"$30,480,153",3560,12/12
2008,27 Dresses,Fox,"$76,808,654",3074,"$23,007,725",3057,1/18
2008,Hellboy II: The Golden Army,Uni.,"$75,986,503",3212,"$34,539,115",3204,7/11
2008,Vantage Point,Sony,"$72,266,306",3163,"$22,874,936",3149,2/22
2008,The Spiderwick Chronicles,Par.,"$71,195,053",3847,"$19,004,058",3847,2/14
2008,Fool's Gold,WB,"$70,231,041",3125,"$21,589,295",3125,2/8
2008,Seven Pounds,Sony,"$69,951,824",2758,"$14,851,136",2758,12/19
2008,Role Models,Uni.,"$67,294,270",2798,"$19,167,085",2792,11/7
2008,Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,BV,"$65,281,781",687,"$31,117,834",683,2/1
2008,The Happening,Fox,"$64,506,874",2986,"$30,517,109",2986,6/13
2008,Forgetting Sarah Marshall,Uni.,"$63,172,463",2872,"$17,725,330",2798,4/18
2008,Baby Mama,Uni.,"$60,494,212",2627,"$17,407,110",2543,4/25
2008,Burn After Reading,Focus,"$60,355,347",2657,"$19,128,001",2651,9/12
2008,Step Up 2 the Streets,BV,"$58,017,783",2528,"$18,908,826",2470,2/14
2008,Saw V,LGF,"$56,746,769",3084,"$30,053,954",3060,10/24
2008,The Strangers,Rog.,"$52,597,610",2477,"$20,997,985",2466,5/30
2008,The Forbidden Kingdom,LGF,"$52,075,270",3151,"$21,401,121",3151,4/18
2008,The Tale of Despereaux,Uni.,"$50,877,145",3107,"$10,103,675",3104,12/19
2008,Australia,Fox,"$49,554,002",2721,"$14,800,723",2642,11/26
2008,The House Bunny,Sony,"$48,237,389",2763,"$14,533,702",2714,8/22
2008,Nim's Island,Fox,"$48,006,762",3518,"$13,210,579",3513,4/4
2008,Made of Honor,Sony,"$46,012,734",2816,"$14,756,850",2729,5/2
2008,College Road Trip,BV,"$45,610,425",2706,"$13,601,419",2706,3/7
2008,The Sisterhood of the Traveling Pants 2,WB,"$44,089,964",2714,"$10,678,430",2707,8/6
2008,Speed Racer,WB,"$43,945,766",3606,"$18,561,337",3606,5/9
2008,Prom Night (2008),SGem,"$43,869,350",2821,"$20,804,941",2700,4/11
2008,Rambo,LGF,"$42,754,105",2764,"$18,203,876",2751,1/25
2008,Welcome Home Roscoe Jenkins,Uni.,"$42,436,517",2387,"$16,207,730",2387,2/8
2008,Tyler Perry's Meet the Browns,LGF,"$41,975,388",2016,"$20,082,809",2006,3/21
2008,Nights in Rodanthe,WB,"$41,850,659",2704,"$13,418,454",2704,9/26
2008,Max Payne,Fox,"$40,689,393",3381,"$17,639,849",3376,10/17
2008,Righteous Kill,Over.,"$40,081,410",3152,"$16,288,361",3152,9/12
2008,Body of Lies,WB,"$39,394,666",2714,"$12,884,416",2710,10/10
2008,Lakeview Terrace,SGem,"$39,263,506",2574,"$15,004,672",2464,9/19
2008,Meet the Spartans,Fox,"$38,233,676",2643,"$18,505,530",2605,1/25
2008,Harold and Kumar Escape from Guantanamo Bay,WB (NL),"$38,108,728",2545,"$14,908,404",2510,4/25
2008,First Sunday,SGem,"$37,931,869",2213,"$17,714,821",2213,1/11
2008,The Secret Life of Bees,FoxS,"$37,770,162",1630,"$10,527,799",1591,10/17
2008,Tyler Perry's The Family That Preys,LGF,"$37,105,289",2070,"$17,381,218",2070,9/12
2008,Death Race,Uni.,"$36,316,032",2586,"$12,621,090",2532,8/22
2008,Changeling,Uni.,"$35,739,802",1896,"$489,015",15,10/24
2008,Star Wars: The Clone Wars,WB,"$35,161,554",3452,"$14,611,273",3452,8/15
2008,The Reader,Wein.,"$34,194,407",1203,"$168,051",8,12/10
2008,Semi-Pro,NL,"$33,479,698",3121,"$15,075,114",3121,2/29
2008,Fireproof,Gold.,"$33,456,317",905,"$6,836,036",839,9/26
2008,Doubt,Mira.,"$33,446,470",1287,"$507,226",15,12/12
2008,Drillbit Taylor,Par.,"$32,862,104",3061,"$10,309,986",3056,3/21
2008,"Definitely, Maybe",Uni.,"$32,241,649",2220,"$9,764,270",2204,2/14
2008,The Love Guru,Par.,"$32,235,793",3012,"$13,907,130",3012,6/20
2008,Milk,Focus,"$31,841,299",882,"$1,453,844",36,11/26
2008,Transporter 3,LGF,"$31,715,062",2626,"$12,063,452",2626,11/26
2008,Quarantine,SGem,"$31,691,811",2463,"$14,211,321",2461,10/10
2008,Nick and Norah's Infinite Playlist,Sony,"$31,487,293",2421,"$11,311,751",2421,10/3
2008,Zack and Miri Make a Porno,Wein.,"$31,457,946",2735,"$10,065,630",2735,10/31
2008,The Eye,LGF,"$31,418,697",2470,"$12,425,776",2436,2/1
2008,Leatherheads,Uni.,"$31,373,938",2798,"$12,682,595",2769,4/4
2008,Mirrors,Fox,"$30,691,439",2664,"$11,161,074",2664,8/15
2008,Space Chimps,Fox,"$30,105,968",2538,"$7,181,374",2511,7/18
2008,The Bank Job,LGF,"$30,060,660",1613,"$5,935,256",1603,3/7
2008,Untraceable,SGem,"$28,687,835",2368,"$11,354,069",2368,1/25
2008,Defiance,ParV,"$28,644,813",1793,"$123,513",2,12/31
